link,text,date,No_of_Likes,No_of_Retweets
https://twitter.com/CNN/status/1815058656972406892#m,"More than 1,000 US flights are canceled for the third straight day as airlines slowly recover from the global tech outage https://cnn.it/3WuZNbv","Jul 21, 2024 · 4:18 PM UTC",408,148
https://twitter.com/CNN/status/1815018626686087473#m,"Independent Sen. Joe Manchin calls on President Biden to end his reelection bid, adding ""it's time to pass the torch"" https://cnn.it/3zZTbsN","Jul 21, 2024 · 1:38 PM UTC",515,124
https://twitter.com/CNN/status/1814957240899510285#m,"Bangladesh's top court rolls back some of the government job quotas that sparked violent protests, according to local media https://cnn.it/3Lu1fEW","Jul 21, 2024 · 9:35 AM UTC",229,62
https://twitter.com/CNN/status/1814696533830283562#m,Houthis blame Israel for a series of strikes that hit Yemen a day after the rebel group claimed an attack on the Israeli city of Tel Aviv https://cnn.it/3LxDk7q,"Jul 20, 2024 · 4:19 PM UTC",252,92
https://twitter.com/CNN/status/1814436309731021089#m,"After conducting more than 200 interviews and accessing phone and internet records, here's what investigators have learned about the Trump rally shooter https://cnn.it/3zY7UVa","Jul 19, 2024 · 11:05 PM UTC",436,149
https://twitter.com/CNN/status/1814426445701132311#m,Biden faces a growing number of calls to drop out of the presidential race as his campaign projects a message that he isn't going anywhere https://cnn.it/3Y73wxn,"Jul 19, 2024 · 10:25 PM UTC",402,129
https://twitter.com/CNN/status/1814336147033665616#m,"More than 2,000 US flights canceled as airlines struggle to recover after a global computer outage paralyzed businesses around the world https://cnn.it/3W9jxA5","Jul 19, 2024 · 4:27 PM UTC",296,133
https://twitter.com/CNN/status/1814322521870569545#m,The UN's top court says Israel's occupation of the West Bank and East Jerusalem is illegal and calls for it to end https://cnn.it/3zPfzoQ,"Jul 19, 2024 · 3:32 PM UTC",791,317
https://twitter.com/CNN/status/1814273189909872822#m,Wall Street Journal reporter Evan Gershkovich sentenced to 16 years on espionage charges by Russian court in case denounced by US as a sham https://cnn.it/3zYKtuT,"Jul 19, 2024 · 12:16 PM UTC",184,108
https://twitter.com/CNN/status/1814249209572270275#m,"Cybersecurity firm Crowdstrike says global tech outage that grounded flights was ""not a security incident or cyberattack"" and a fix has been deployed.  Follow live updates. https://cnn.it/3Y9KgPR","Jul 19, 2024 · 10:41 AM UTC",291,142
https://twitter.com/CNN/status/1814215706067501295#m,Large-scale tech outages are disrupting airlines and businesses around the world.  Follow live updates. https://cnn.it/3WiyZdw,"Jul 19, 2024 · 8:28 AM UTC",517,272
https://twitter.com/CNN/status/1814194864797483118#m,"JUST IN: The FAA has grounded flights from several major US carriers, including Delta, United and American Airlines, due to communication issues https://cnn.it/3W9frrQ","Jul 19, 2024 · 7:05 AM UTC",523,298
https://twitter.com/CNN/status/1814171058015986140#m,"In a lengthy speech, former President Donald Trump called for unity as he recounted his near-death experience. Then he went off-script with political attacks and falsehoods.  Here are takeaways from the final night of the Republican National Convention. https://cnn.it/3WvwIMb","Jul 19, 2024 · 5:31 AM UTC",596,157
https://twitter.com/CNN/status/1814138783329083839#m,"Sealed bottles of tattoo and permanent makeup ink tested positive for millions of potentially dangerous bacteria, new research by the FDA shows https://cnn.it/3W75f37","Jul 19, 2024 · 3:22 AM UTC",238,118
https://twitter.com/CNN/status/1814135943479062811#m,Frontier and other airlines are dealing with flight disruptions following a massive Microsoft outage https://cnn.it/3zP5pEG,"Jul 19, 2024 · 3:11 AM UTC",146,60
https://twitter.com/CNN/status/1814126557847314458#m,"He faced primary rivals, was convicted of a crime and survived an attempt on his life. Now Donald Trump accepts a historic nomination.  Watch his speech and follow live updates. https://cnn.it/4f1HSjY","Jul 19, 2024 · 2:34 AM UTC",475,79
https://twitter.com/CNN/status/1814121978858487846#m,"Donald Trump and Ukrainian President Volodymyr Zelensky have a phone call set for Friday, sources say — their first conversation since the former president left the White House https://cnn.it/4bOL2VE","Jul 19, 2024 · 2:15 AM UTC",441,118
https://twitter.com/CNN/status/1814110026274951606#m,"Montana Sen. Jon Tester, one of the most vulnerable Democrats up for reelection, calls on President Biden to end his campaign https://cnn.it/3Lw6owc","Jul 19, 2024 · 1:28 AM UTC",219,74
https://twitter.com/CNN/status/1814082055396819040#m,Many top White House and campaign officials are now privately believing that Biden must abandon his reelection bid – and soon https://cnn.it/3xTNHzt,"Jul 18, 2024 · 11:37 PM UTC",380,113
https://twitter.com/CNN/status/1814075752360399167#m,"No one told members of Donald Trump's team a person authorities considered suspicious was spotted before the Pennsylvania rally, sources say. https://cnn.it/4d6FGG7","Jul 18, 2024 · 11:12 PM UTC",319,104
https://twitter.com/CNN/status/1814058610437009551#m,Donald Trump will address the Republican National Convention tonight and formally accept the GOP presidential nomination days after surviving an assassination attempt.   Follow live updates. https://cnn.it/4cKbkJX,"Jul 18, 2024 · 10:04 PM UTC",353,79
https://twitter.com/CNN/status/1814048858453758269#m,"Lou Dobbs, the veteran news anchor who hosted programs on CNN and Fox News, has died at 78. He became one of Donald Trump's most vocal supporters in the media. https://cnn.it/3WqzFyD","Jul 18, 2024 · 9:25 PM UTC",442,120
https://twitter.com/CNN/status/1814038868754116644#m,"Netflix will start phasing out its Basic plan, its cheapest advertising-free plan, which costs $11.99 per month in the United States, the company said. https://cnn.it/3Yd9iNR","Jul 18, 2024 · 8:45 PM UTC",159,92
https://twitter.com/CNN/status/1814027880310931824#m,"Bob Newhart, whose deadpan unflappability carried him to stardom as a standup comedian and later in TV and movies, has died, according to his longtime publicist. He was 94. https://cnn.it/3LvBx2P","Jul 18, 2024 · 8:02 PM UTC",1157,216
https://twitter.com/CNN/status/1813977737062744542#m,"Investigators now believe a Steam gaming account in the name of the would-be assassin who targeted Trump is fake, a US official says. https://cnn.it/3Sde2zs","Jul 18, 2024 · 4:42 PM UTC",209,80
https://twitter.com/CNN/status/1813913237026398520#m,"EU chief Ursula von der Leyen is reelected to second five-year term, as Europe’s mainstream seeks to reassert itself in face of resurgent far right https://cnn.it/3S9HZAc","Jul 18, 2024 · 12:26 PM UTC",206,68
https://twitter.com/CNN/status/1813777138807451946#m,"Nancy Pelosi privately told Biden that polls show he cannot win and will take down the House, sources say, but the president pushed back on her assessment. https://cnn.it/3y1PAdj","Jul 18, 2024 · 3:25 AM UTC",810,250
https://twitter.com/CNN/status/1813768622503833888#m,"Once a self-described “Never Trump guy,” JD Vance steps into the spotlight as the new heir to the MAGA movement.  Watch his speech now on CNN and follow live updates from the Republican National Convention. https://cnn.it/3W1DDMw","Jul 18, 2024 · 2:51 AM UTC",157,40
https://twitter.com/CNN/status/1813737200422453516#m,"President Biden is ""being receptive"" in talks about his future as he faces more Democratic pressure to end his reelection bid, a senior adviser tells CNN. https://cnn.it/3Y9bbel","Jul 18, 2024 · 12:47 AM UTC",548,175
https://twitter.com/CNN/status/1813700367999197509#m,"JUST IN: President Biden has tested positive for Covid-19, according to an organizer of a campaign event in Las Vegas where he was scheduled to appear https://cnn.it/3SdJCga","Jul 17, 2024 · 10:20 PM UTC",1087,382
https://twitter.com/CNN/status/1813698477269921848#m,The third night of the RNC is about to get underway. JD Vance will formally accept the GOP nomination for vice president tonight.  Follow live updates. https://cnn.it/3LsG3yZ,"Jul 17, 2024 · 10:13 PM UTC",167,55
https://twitter.com/CNN/status/1813688263112102024#m,"The man who tried to assassinate Donald Trump visited the rally site twice after the location was announced, authorities tell House lawmakers https://cnn.it/3SdxNqB","Jul 17, 2024 · 9:32 PM UTC",331,114
https://twitter.com/CNN/status/1813659437690757313#m,JUST IN: Special counsel Jack Smith is appealing Judge Aileen Cannon's decision to throw out the classified documents indictment against Donald Trump https://cnn.it/4cI76Cl,"Jul 17, 2024 · 7:38 PM UTC",853,205
https://twitter.com/CNN/status/1813623262791770304#m,JUST IN: Rep. Adam Schiff becomes the most prominent elected Democrat to publicly call on President Biden to drop out of the race https://cnn.it/3WaTKHF,"Jul 17, 2024 · 5:14 PM UTC",886,219
https://twitter.com/CNNUnderscored/status/1813581496109973934#m,"Our best-tested products are still on sale for Amazon Prime Day, which ends tonight  https://cnnunderscored.visitlink.me/q_tQ5m","Jul 17, 2024 · 2:28 PM UTC",48,16
https://twitter.com/CNN/status/1813558401223323906#m,Ex-Trump adviser Peter Navarro is released from prison after serving four months for contempt of Congress. He's expected to appear at the RNC. https://cnn.it/3y0wbtf,"Jul 17, 2024 · 12:56 PM UTC",403,124
https://twitter.com/CNN/status/1813397017667760411#m,"One-time campaign rival Nikki Haley addressed the Republican National Convention, saying Donald Trump had her ""strong endorsement, period"" as the former president looked on.  Follow live updates. https://cnn.it/3SdIyJs","Jul 17, 2024 · 2:15 AM UTC",179,41
https://twitter.com/CNN/status/1813386584894390308#m,Nikki Haley and Florida Gov. Ron DeSantis were among Trump's biggest GOP critics. Now they're stumping for him.  Watch their speeches now on CNN and follow live updates from the Republican National Convention. https://cnn.it/3Y7NP9g,"Jul 17, 2024 · 1:33 AM UTC",211,46
https://twitter.com/CNN/status/1813374924028862664#m,"An attorney for ""Rust"" armorer files to have her case dismissed or be granted a new trial after charges against actor Alec Baldwin were tossed out. https://www.cnn.com/2024/07/16/us/hannah-gutierrez-reed-rust-dismissal/index.html","Jul 17, 2024 · 12:47 AM UTC",184,63
https://twitter.com/CNN/status/1813338648508497984#m,"JUST IN: President Biden is seriously considering publicly endorsing key Supreme Court reforms, including term limits and an ethics code for justices, sources tell CNN https://cnn.it/4fhfDOy","Jul 16, 2024 · 10:23 PM UTC",3622,598
https://twitter.com/CNN/status/1813335283842138606#m,"The second night of the RNC will focus on crime and immigration, with speeches from Nikki Haley, Marco Rubio and more. Follow live updates. https://cnn.it/3WeS0NY","Jul 16, 2024 · 10:09 PM UTC",233,71
https://twitter.com/CNN/status/1813313032979656803#m,The Dow and S&P 500 closed at record highs as investors signal optimism that sky-high borrowing rates could come down in the fall https://cnn.it/3Lrv7lf,"Jul 16, 2024 · 8:41 PM UTC",259,103
https://twitter.com/CNN/status/1813276563527356434#m,Exclusive: Secret Service had ramped up security after receiving intel on an Iranian plot to assassinate Trump; no known connection to Saturday shooting https://cnn.it/4d0Whv0,"Jul 16, 2024 · 6:16 PM UTC",816,345
https://twitter.com/CNN/status/1813262351463752181#m,"Jury finds Democratic Sen. Bob Menendez guilty on all counts — including bribery, extortion and wire fraud — in federal corruption trial https://cnn.it/3WmGAc7","Jul 16, 2024 · 5:20 PM UTC",617,217
https://twitter.com/CNN/status/1813259307627999348#m,"Gabriel Attal resigns as France's prime minister but will stay on for now in a caretaker role, without an obvious successor https://cnn.it/4bQ6462","Jul 16, 2024 · 5:08 PM UTC",192,82
https://twitter.com/CNNUnderscored/status/1813212672864973295#m,These are the best Amazon Prime Day 2024 deals to add to your cart right now. https://cnnunderscored.visitlink.me/_lVC_S,"Jul 16, 2024 · 2:02 PM UTC",59,27
https://twitter.com/CNN/status/1813051456645190028#m,"Donald Trump stole the show at the Republican National Convention with his appearance as the crowd chanted ""fight."" It was a memorable moment to mark his official nomination.  Here are takeaways from the first night. https://cnn.it/4cGT83A","Jul 16, 2024 · 3:22 AM UTC",1082,242
https://twitter.com/CNN/status/1813037878110195958#m,"Donald Trump appears alongside his running mate, Ohio Sen. JD Vance, at the Republican National Convention. The former president has a bandage on his ear after the assassination attempt.  Follow live updates: https://cnn.it/3W6OGEd","Jul 16, 2024 · 2:28 AM UTC",1998,325
https://twitter.com/CNN/status/1813020907339706521#m,"Private efforts to nudge President Biden to step aside from the race continue, sources say, with top advisers warned to consider damage to his legacy. https://cnn.it/3Y3L60b","Jul 16, 2024 · 1:20 AM UTC",1073,252
https://twitter.com/CNN/status/1812987031053635863#m,"The first night of the RNC kicks off with speeches from Rep. Marjorie Taylor Greene, Sen. Tim Scott and more.  Watch and follow live updates. https://cnn.it/4f0DTnR","Jul 15, 2024 · 11:06 PM UTC",114,41
https://twitter.com/CNN/status/1812967415736598917#m,"Biden defends his rhetoric in interview following assassination attempt on Trump but says it was a mistake to use the word ""bullseye"" https://cnn.it/3YmRO1R","Jul 15, 2024 · 9:48 PM UTC",275,97
https://twitter.com/CNN/status/1812943433360617485#m,"Independent presidential candidate RFK Jr. will receive Secret Service protection at Biden's direction, Homeland Security secretary says https://cnn.it/4d0rnmC","Jul 15, 2024 · 8:12 PM UTC",1577,272
https://twitter.com/CNN/status/1812938058301321692#m,"Donald Trump has received enough votes to become the Republican presidential nominee, with the delegation from Florida putting him over the top https://cnn.it/3Y0KNTV","Jul 15, 2024 · 7:51 PM UTC",516,148
https://twitter.com/CNN/status/1812931787640782957#m,Donald Trump has named Ohio Sen. J.D. Vance as his vice presidential pick https://cnn.it/4bM1yWm,"Jul 15, 2024 · 7:26 PM UTC",944,230
https://twitter.com/CNN/status/1812921630672245033#m,North Dakota Republican Gov. Doug Burgum has been told he will not be Trump's pick for vice president https://cnn.it/3Lojb3D,"Jul 15, 2024 · 6:46 PM UTC",262,68
https://twitter.com/CNN/status/1812913457181634856#m,"Florida Sen. Marco Rubio has been told he's not Trump's pick for vice president, sources tell CNN https://cnn.it/4cGk97g","Jul 15, 2024 · 6:13 PM UTC",334,81
https://twitter.com/CNN/status/1812878814160076935#m,Former President Donald Trump praised the judge's dismissal of his classified documents case and said other cases should be tossed as well. Follow live updates. https://cnn.it/3y8Akv7,"Jul 15, 2024 · 3:56 PM UTC",401,104
https://twitter.com/CNN/status/1812871498744397886#m,Trump tells Fox News that he will make his vice presidential pick today. Follow live updates. https://cnn.it/461g1MV,"Jul 15, 2024 · 3:27 PM UTC",313,89
https://twitter.com/CNN/status/1812850139851092270#m,Judge Aileen Cannon dismisses classified documents case against Trump https://cnn.it/4d06lV7,"Jul 15, 2024 · 2:02 PM UTC",1097,236
https://twitter.com/CNN/status/1812838131487404362#m,"The Trump rally shooter purchased 50 rounds of ammunition at a gun store hours before carrying out his attack, senior law enforcement official says https://cnn.it/4bDuvni","Jul 15, 2024 · 1:14 PM UTC",468,186
https://twitter.com/CNN/status/1812834373894365328#m,The US Secret Service chief says the agency will participate in an independent review ordered by President Biden into the Trump assassination attempt https://cnn.it/463sBLs,"Jul 15, 2024 · 12:59 PM UTC",350,126
https://twitter.com/CNN/status/1812825358833418544#m,Trump says he rewrote his RNC speech in hopes of bringing the country together in the wake of Saturday's assassination attempt. Follow live updates. https://cnn.it/3LmcfEj,"Jul 15, 2024 · 12:23 PM UTC",546,130
https://twitter.com/CNN/status/1812662086696083738#m,43 seconds of chaos: How the assassination attempt on Trump unfolded https://cnn.it/4cHPqqA,"Jul 15, 2024 · 1:34 AM UTC",323,125
https://twitter.com/CNN/status/1812652569795133614#m,"""We must stand together"": President Biden condemns the attempted assassination of Trump, calling on Americans to take a step back and lower the temperature in politics.  Read more: https://cnn.it/3VZLgDr","Jul 15, 2024 · 12:57 AM UTC",1463,290
https://twitter.com/CNN/status/1812638909718774050#m,"President Biden delivers a rare Oval Office address that's expected to be a forceful update on the assassination attempt on Trump, official says.  Watch and follow live updates. https://cnn.it/462cYnq","Jul 15, 2024 · 12:02 AM UTC",358,112
https://twitter.com/CNN/status/1812582571328327806#m,"The FBI says the shooter at Trump's rally acted alone. The gunman's background is still being investigated, including gaining access to his phone.  Follow live updates. https://cnn.it/4eZpcl1","Jul 14, 2024 · 8:18 PM UTC",482,161
https://twitter.com/CNN/status/1812557425175564684#m,"President Biden orders independent review of assassination attempt on Trump, saying, ""There's no place in America for this kind of violence"" https://cnn.it/3S50Ex7","Jul 14, 2024 · 6:39 PM UTC",542,111
https://twitter.com/CNN/status/1812550263489597681#m,President Biden speaks about the assassination attempt on former President Trump. Watch CNN and follow live updates. https://cnn.it/4bHpwBW,"Jul 14, 2024 · 6:10 PM UTC",204,69
https://twitter.com/CNN/status/1812532563971322248#m,Pennsylvania governor says Corey Comperatore was the man killed at Trump's rally and that he protected his family during the shooting https://cnn.it/462ebLG,"Jul 14, 2024 · 5:00 PM UTC",415,128
https://twitter.com/CNN/status/1812514898024226999#m,"Former first lady Melania Trump issued her first public response since her husband was injured Saturday in a shooting at a rally, calling for the country to ""ascend above the hate."" https://cnn.it/3WjN7UY","Jul 14, 2024 · 3:50 PM UTC",838,152
https://twitter.com/CNN/status/1812511371654767064#m,"Trump shooter had explosive material inside car and residence, multiple sources say https://cnn.it/4cEG5Qq","Jul 14, 2024 · 3:36 PM UTC",356,123
https://twitter.com/CNN/status/1812481216991330331#m,"Actress Shannen Doherty, who became an icon to Gen X fans with her TV and movie roles, has died, People magazine reports. She was 53. https://cnn.it/3XXqWoM","Jul 14, 2024 · 1:36 PM UTC",4756,895
https://twitter.com/CNN/status/1812471636521587080#m,"""We will FEAR NOT"": Trump calls on Americans to stay united and expresses sympathy for those wounded and killed at rally after assassination attempt. Follow live updates. https://cnn.it/4bH8P9F","Jul 14, 2024 · 12:58 PM UTC",427,76
https://twitter.com/CNN/status/1812367208577675730#m,"The FBI has named Thomas Matthew Crooks, 20, as the gunman involved in the assassination attempt against former President Donald Trump https://cnn.it/3WkcIgl","Jul 14, 2024 · 6:03 AM UTC",1386,391
https://twitter.com/CNN/status/1812318246952993092#m,"President Biden has spoken with former President Trump after the shooting in Pennsylvania, a White House official says https://cnn.it/4643d8o","Jul 14, 2024 · 2:48 AM UTC",1266,274
https://twitter.com/CNN/status/1812293706763919421#m,"Former President Donald Trump said he was shot and hit by a bullet in the “upper part of my right ear."" Follow live updates. https://cnn.it/4cEdkTN","Jul 14, 2024 · 1:11 AM UTC",1009,285
https://twitter.com/CNN/status/1812279047390445936#m,Shooting at former President Trump's rally is being investigated as an attempted assassination. Follow live updates. https://cnn.it/3S2547Z,"Jul 14, 2024 · 12:12 AM UTC",1275,376
https://twitter.com/CNN/status/1812272604943663365#m,"At least one rally attendee and the gunman are dead after a shooting at a Trump rally in Pennsylvania, the Butler County DA says. Follow live updates. https://cnn.it/4cWZcER","Jul 13, 2024 · 11:47 PM UTC",1234,425
https://twitter.com/CNN/status/1812271075260059668#m,"The Secret Service says Trump is safe and a spokesperson confirms he is ""fine"" following a shooting at his Pennsylvania rally. The shooter has been ""neutralized,"" multiple law enforcement sources say. Follow live updates. https://cnn.it/3zQlKc7","Jul 13, 2024 · 11:41 PM UTC",1031,296
https://twitter.com/CNN/status/1812253813723521097#m,JUST IN: Donald Trump is rushed off stage by Secret Service during a campaign rally in Pennsylvania. Follow live updates. https://cnn.it/3S7hSKp,"Jul 13, 2024 · 10:32 PM UTC",4726,1360
https://twitter.com/CNN/status/1812237841100939416#m,"Richard Simmons, the iconic 1980s workout personality who was defined by his uplifting spirit, has died, according to multiple reports. He was 76. https://cnn.it/4d0RREi","Jul 13, 2024 · 9:29 PM UTC",1415,353
https://twitter.com/CNN/status/1812150335512646137#m,"Ruth Westheimer, the iconic sex therapist whose advice as ""Dr. Ruth"" helped teach a generation of Americans about sex, has died. She was 96. https://cnn.it/3WlFPQs","Jul 13, 2024 · 3:41 PM UTC",638,177
https://twitter.com/CNN/status/1812144322944315706#m,Barbora Krejčíková of the Czech Republic beats Italy's Jasmine Paolini 6-2 2-6 6-4 in thrilling women's Wimbledon final to win her second major title https://cnn.it/3Y7goUh,"Jul 13, 2024 · 3:17 PM UTC",219,55
https://twitter.com/CNN/status/1812093363342004253#m,Israel says it targeted Hamas' top military official in an airstrike in southern Gaza that local authorities say killed at least 71 Palestinians https://cnn.it/4eYSYpY,"Jul 13, 2024 · 11:54 AM UTC",321,133
https://twitter.com/CNN/status/1811887615093690481#m,JUST IN: Judge dismisses charges against Alec Baldwin after the actor's attorney had filed a motion arguing misconduct by state investigators in the case https://cnn.it/3XZGKaq,"Jul 12, 2024 · 10:17 PM UTC",741,150
https://twitter.com/CNN/status/1811871247023661290#m,Meta says it's lifting restrictions placed on former President Donald Trump's Facebook and Instagram accounts ahead of the Republican National Convention next week https://cnn.it/3Y0r5rF,"Jul 12, 2024 · 9:12 PM UTC",342,111
https://twitter.com/CNN/status/1811845726743171240#m,"Rudy Giuliani is no longer entitled to bankruptcy protection, a judge has decided, making it possible for creditors to immediately pursue his assets within days https://cnn.it/4fbw7rs","Jul 12, 2024 · 7:30 PM UTC",720,137
https://twitter.com/CNN/status/1811837924570235008#m,The judge in Alec Baldwin's manslaughter trial halted testimony and sent the jury home for the day as she considered a new motion by the actor’s legal team to have the case thrown out based on allegations prosecutors did not properly turn over evidence. https://cnn.it/3LGAQE5,"Jul 12, 2024 · 6:59 PM UTC",233,68
https://twitter.com/CNN/status/1811828834221617612#m,The jury has begun deliberating in the federal corruption trial against Sen. Bob Menendez and his co-defendants. The New Jersey Democrat did not take the stand in his own defense. https://cnn.it/3LncmiK,"Jul 12, 2024 · 6:23 PM UTC",161,69
https://twitter.com/CNN/status/1811800241600872960#m,"House Democratic Leader Hakeem Jeffries did not offer Biden his endorsement during White House meeting, a source says. Follow live updates. https://cnn.it/4bIBprt","Jul 12, 2024 · 4:30 PM UTC",239,85
https://twitter.com/CNN/status/1811777497035338201#m,Biden and House Democratic Leader Hakeem Jeffries met in person last night as more members of the party call for the president to drop out of the race.  Follow live updates. https://cnn.it/3zx8Pf5,"Jul 12, 2024 · 2:59 PM UTC",291,102
https://twitter.com/CNN/status/1811725775046905992#m,"A man suspected of murdering three women in a crossbow attack in Bushey, southern England, has been arrested, British police say https://cnn.it/3VYkg7f","Jul 12, 2024 · 11:34 AM UTC",184,66
https://twitter.com/CNN/status/1811718821427736969#m,"The call and text records of tens of millions of AT&T cell customers were exposed in a massive data breach, the company says https://cnn.it/3Whulxr","Jul 12, 2024 · 11:06 AM UTC",229,158
https://twitter.com/CNN/status/1811562849338118598#m,"Barack Obama and Nancy Pelosi have spoken privately about Biden's campaign as Democrats look to steer the president out of the 2024 race, sources say https://cnn.it/3LlVxVy","Jul 12, 2024 · 12:46 AM UTC",1060,257
https://twitter.com/CNN/status/1811558825427673342#m,President Biden used a lengthy Q&A to vow he'll stay in the 2024 race and dismissed concerns over his health as calls mount for him to step aside. Catch up here. https://cnn.it/3zwr6sX,"Jul 12, 2024 · 12:30 AM UTC",368,98
https://twitter.com/CNN/status/1811543177771323548#m,President Biden takes the podium as his campaign comes under increasing pressure from members of his own party. Watch CNN and follow live updates. https://cnn.it/465chdk,"Jul 11, 2024 · 11:28 PM UTC",196,73
https://twitter.com/CNN/status/1811528864708936147#m,JUST IN: Trump urges the judge in his New York hush money case to dismiss his conviction in light of the Supreme Court's ruling on presidential immunity https://cnn.it/3W3hRrI,"Jul 11, 2024 · 10:31 PM UTC",298,113
https://twitter.com/CNN/status/1811484981681614897#m,Texas Gov. Greg Abbott calls for an investigation as more than 1 million homes and businesses remain without power while dangerous heat threatens the state https://cnn.it/3XYUjHp,"Jul 11, 2024 · 7:37 PM UTC",271,95
https://twitter.com/CNN/status/1811449422863110493#m,Prominent Democrats interviewed by CNN blamed the president's inner circle for keeping Biden away from unscripted settings and hiding his decline. https://cnn.it/3XUnJGz,"Jul 11, 2024 · 5:16 PM UTC",599,178
https://twitter.com/CNN/status/1811434307866574916#m,"Shelley Duvall, best known for her roles in ""The Shining"" and several acclaimed Robert Altman films, has died at 75, according to The Hollywood Reporter https://cnn.it/3LiYRR5","Jul 11, 2024 · 4:16 PM UTC",308,97
https://twitter.com/CNN/status/1811418128984711283#m,The US uncovered a plot by the Russian government to kill the CEO of a German arms manufacturer sending weapons to Ukraine https://cnn.it/46hhKxP,"Jul 11, 2024 · 3:11 PM UTC",433,235
https://twitter.com/CNN/status/1811407647024791736#m,"Nearly half of deaths from cancer and about 40% of new cases in American adults over 30 could be prevented with lifestyle changes, a new study says https://cnn.it/3Lqxch7","Jul 11, 2024 · 2:30 PM UTC",250,114
https://twitter.com/CNN/status/1811381869306343537#m,Good news for US consumers: Inflation just fell for the first time since the early part of the pandemic https://cnn.it/467DtYU,"Jul 11, 2024 · 12:47 PM UTC",529,236
https://twitter.com/CNN/status/1811186712858550347#m,Vermont's Peter Welch has become the first Democratic senator to call for Biden to step aside as the party's presidential nominee https://cnn.it/4fbIOmb,"Jul 10, 2024 · 11:52 PM UTC",397,112
https://twitter.com/CNN/status/1811184490787578299#m,US men's soccer head coach Gregg Berhalter has been fired after the team's disappointing Copa America elimination https://cnn.it/461KIl0,"Jul 10, 2024 · 11:43 PM UTC",185,69
https://twitter.com/CNN/status/1811172690536853580#m,"Bill Hwang, founder of Archegos Capital Management, has been found guilty of fraud by a Manhattan federal court after the 2021 collapse of his investment firm nearly brought down Wall Street https://cnn.it/4f0sd4o","Jul 10, 2024 · 10:56 PM UTC",163,84
https://twitter.com/CNN/status/1811105296573485386#m,A London triple-homicide suspect has been found after a manhunt. The 26-year-old man is suspected of killing three women with a crossbow last night. https://cnn.it/3LfVACa,"Jul 10, 2024 · 6:28 PM UTC",309,195
https://twitter.com/CNN/status/1811062086564225248#m,Democratic megadonor George Clooney calls for Biden to step aside as prominent lawmakers get nervous about his prospects. Follow live updates. https://www.cnn.com/politics/live-news/election-2024-campaign-news-07-10-24/index.html?Date=20240710&Profile=CNN&utm_content=1720625823&utm_medium=social&utm_source=twitter,"Jul 10, 2024 · 3:37 PM UTC",451,125
https://twitter.com/CNN/status/1810817782843383955#m,A group of angry creditors will face off against Rudy Giuliani in bankruptcy court on Wednesday. He may be forced to provide details about his finances he has so far refused to reveal. https://cnn.it/4bSsvrz,"Jul 9, 2024 · 11:26 PM UTC",425,160
https://twitter.com/CNN/status/1810813324222759296#m,"A deputy US marshal shot a teenager who attempted to carjack him while he was on duty near Supreme Court Justice Sotomayor's house in DC, police say https://cnn.it/3zKYjkr","Jul 9, 2024 · 11:08 PM UTC",241,117
https://twitter.com/CNN/status/1810735527915606040#m,Former South Carolina Gov. Nikki Haley said she is releasing her delegates to the Republican National Convention and urging them to support former President Donald Trump https://cnn.it/4bHnq54,"Jul 9, 2024 · 5:59 PM UTC",464,159
https://twitter.com/CNN/status/1810708341271699494#m,"Former Sen. Jim Inhofe of Oklahoma, a climate change denier and ex-Armed Services Committee chairman, dies at 89 https://cnn.it/3RZH3OI","Jul 9, 2024 · 4:11 PM UTC",215,83
https://twitter.com/CNN/status/1810452915317805252#m,"It will take a few days for power to be restored in Texas, utility official says, after Hurricane Beryl hit the state, leaving at least 4 dead https://cnn.it/4cPKyPS","Jul 8, 2024 · 11:16 PM UTC",166,90
https://twitter.com/CNN/status/1810348383413924312#m,Beryl has knocked out power to more than 2 million customers and killed at least one person in Texas. Follow live updates. https://cnn.it/4cSVZ9y,"Jul 8, 2024 · 4:21 PM UTC",173,81
https://twitter.com/CNN/status/1810302109574660383#m,"In a letter, Biden tells Democrats he will continue his reelection bid despite concerns about his mental fitness and the viability of his campaign https://cnn.it/4cwzUh5","Jul 8, 2024 · 1:17 PM UTC",479,155
https://twitter.com/CNN/status/1810290362671350225#m,More than 1 million customers affected by power outages in the Houston area alone as Hurricane Beryl heads toward the city. Follow live storm updates. https://cnn.it/3xOsZAK,"Jul 8, 2024 · 12:30 PM UTC",167,85
https://twitter.com/CNN/status/1810263279161196931#m,President Emmanuel Macron asks his prime minister to stay on for now after inconclusive elections plunge France into uncertainty https://cnn.it/3XTI3HR,"Jul 8, 2024 · 10:42 AM UTC",185,76
https://twitter.com/CNN/status/1810248386840256673#m,"Russian attack on several Ukrainian cities kills at least 20. One strike hit a children's hospital in Kyiv, officials say.  https://cnn.it/45THmQQ","Jul 8, 2024 · 9:43 AM UTC",4060,1015
https://twitter.com/CNN/status/1810241985376092605#m,"Hurricane Beryl has made landfall as a Category 1 hurricane near Matagorda Beach, Texas according to the National Hurricane Center https://cnn.it/4eRm2Q9","Jul 8, 2024 · 9:18 AM UTC",146,79
https://twitter.com/CNN/status/1810059380651360273#m,"Several top House Democrats said Biden needs to step aside during a leadership call filled with concern over the party's future, sources say. https://cnn.it/3RZm7ay","Jul 7, 2024 · 9:12 PM UTC",944,222
